,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
71879,1OkAV,4r1k1/p4ppp/8/2p5/P1Pp4/6P1/4QP1P/1R4K1 b - - 0 24,e8e2 b1b8 e2e8 b8e8,631,89,43,66,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ZAaECLI1/black#48,
71902,1OmHV,7r/pp1Q4/8/5p2/3R4/2P2qrk/PP3P2/4RK2 w - - 0 36,e1e7 g3g1 f1g1 f3g2,1785,79,81,69,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/LPBfA83r#71,
71917,1On9C,r1q2r2/p4p1k/3p2pb/1p1Pp3/2p1P1P1/2P2PN1/PP1Q1KP1/7R b - - 1 28,f8h8 d2h6 h7g8 h6h8,992,90,69,239,master mate mateIn2 middlegame short,https://lichess.org/iirNorjn/black#56,
71926,1Onjm,2r5/6kp/4R3/8/6P1/1P3n1P/1P6/1K6 w - - 5 40,e6e3 f3d2 b1a1 c8a8,1362,74,71,258,endgame mate mateIn2 short,https://lichess.org/X1ZkwXq0#79,
71928,1Onuk,r4r2/pp4kp/6p1/3R2R1/1q6/2N3P1/P1Q4P/6K1 w - - 0 25,c3d1 b4e1 g1g2 e1f1,1480,75,95,10717,mate mateIn2 middlegame short,https://lichess.org/cyz4WamC#49,
71940,1Oopl,r7/2p2kp1/1ppP4/6B1/1P2b1pP/P4r2/2P1QP2/R4RKq w - - 1 24,g1h1 f3h3 h1g1 h3h1,1487,75,81,604,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/B2chBGDn#47,
71949,1OpM0,r3r1k1/2Rp1p1p/2n1qPp1/p2p2Q1/Pp1P4/1P3N2/5PPP/5RK1 w - - 1 29,f1e1 e6e1 f3e1 e8e1,647,101,76,523,backRankMate mate mateIn2 middlegame short,https://lichess.org/YI9xb9fO#57,
71953,1Opmc,6k1/6b1/4P1p1/8/2p3P1/rp1pR3/8/2KR4 w - - 0 45,e6e7 b3b2 c1b1 a3a1,2097,79,87,324,advancedPawn endgame mate mateIn2 short,https://lichess.org/YvkVC1UI#89,
71962,1OqdY,3QR3/1p1b1r2/p2p2Rb/4k3/3pPq1P/1P6/PK6/8 b - - 18 32,d7e8 d8e8 f7e7 e8e7,1945,76,88,1085,endgame mate mateIn2 short,https://lichess.org/xhGyugoz/black#64,
71967,1OqxC,r2r4/1p3pk1/pR3p1p/7P/5N2/4P3/bP3P2/2K4R w - - 2 23,b6b7 a8c8 b7c7 c8c7,1171,76,91,3999,endgame mate mateIn2 short,https://lichess.org/8RZREXOZ#45,
71983,1Orx5,Qn3r1k/p2n2p1/1p5p/8/1p2N3/5P2/PPq3PP/R1B2R1K w - - 2 21,f1f2 c2d1 f2f1 d1f1,1033,106,79,52,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/q844riQI#41,
71985,1OsAt,1R6/p1p3pk/4prrp/3PR3/4Q3/P1q4P/6P1/7K w - - 2 27,e5e6 f6f1 h1h2 c3g3,1432,77,96,12950,endgame mate mateIn2 short,https://lichess.org/n3CWQm83#53,
71993,1OsoJ,r5k1/pNn3pp/2p1p3/2B1r3/5q2/P2Q4/1P2nPPP/3R1R1K w - - 9 32,c5e3 f4h2 h1h2 e5h5,1469,88,77,1193,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/BFjBAqao#63,
71997,1Osys,6R1/ppr5/8/4p2p/7k/8/PP5r/1K2R3 b - - 3 38,h2f2 e1h1 f2h2 h1h2,1200,75,93,449,endgame mate mateIn2 rookEndgame short,https://lichess.org/9awlm3Io/black#76,
71999,1Ot0v,r5k1/4Rpp1/5r1p/6q1/p7/3Q3P/P4PP1/4R1K1 b - - 1 25,a4a3 e7e8 a8e8 e1e8,858,77,100,116,endgame mate mateIn2 short,https://lichess.org/rnd3YSmy/black#50,
72003,1OtAN,2r1k2r/pp1N1pBp/4p3/8/8/8/qPn2PPP/3R1RK1 b k - 0 17,h8g8 d7f6 e8e7 d1d7,1826,75,96,8315,fork mate mateIn2 middlegame short,https://lichess.org/9aLBa0Vw/black#34,French_Defense French_Defense_Franco-Sicilian_Defense
72035,1OvVq,4R3/p4ppk/1n5p/8/2r3B1/1Q5P/r2q1PP1/2R3K1 w - - 4 29,c1c4 d2f2 g1h2 f2g2,1964,104,69,46,master mate mateIn2 middlegame short,https://lichess.org/QHUyBdDS#57,
72037,1Ovje,5r1k/2p3p1/6q1/B7/3P4/P5rp/5P2/R2Q1RK1 w - - 0 31,f2g3 g6g3 g1h1 g3g2,1071,83,91,188,endgame mate mateIn2 short,https://lichess.org/NEBkZuWD#61,
72039,1Ovnr,8/7p/3Q2pk/3PP3/8/6PK/7P/5q2 w - - 2 55,h3g4 f1f5 g4h4 f5h5,1300,78,78,151,endgame mate mateIn2 queenEndgame short,https://lichess.org/teu9teUR#109,
72044,1OwMm,4r2k/ppp4p/3p1pp1/3B4/Q2P4/2P1rNbP/PP4P1/5K1R w - - 5 28,a4c2 e3e1 f3e1 e8e1,990,77,54,263,mate mateIn2 middlegame sacrifice short,https://lichess.org/BHhEfMSu#55,
72050,1OwnS,8/pkp2p2/1p1r1p1p/5R2/3nP1N1/5P2/PPP3PP/2K5 w - - 5 21,f5f6 d4e2 c1b1 d6d1,978,81,88,69,backRankMate endgame mate mateIn2 short,https://lichess.org/Gbq4FMlI#41,
72073,1OykA,r3r1k1/pp2qpp1/2Bb3p/6N1/3P2bP/P7/1BQ2PP1/R4K1R b - - 0 18,b7c6 c2h7 g8f8 h7h8,1059,83,79,269,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Q5a7FTyS/black#36,English_Opening English_Opening_Agincourt_Defense
72084,1OzgR,4r1k1/R5pp/1pN2p2/3p3Q/1PnPq3/7P/5PP1/6K1 b - - 5 29,c4d2 h5f7 g8h8 f7g7,1457,222,82,10,endgame mate mateIn2 short,https://lichess.org/qPBUEh4t/black#58,
72088,1P08Q,3rr1k1/p4pp1/1p5p/2bNqp2/2P5/1P3Q2/P4PPP/1R3RK1 w - - 3 19,f1e1 e5e1 b1e1 e8e1,768,93,80,528,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/BnzixHUt#37,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
72090,1P09t,2k1r3/1pp4p/p3pR2/4p3/4P3/2P4P/PP2r1PK/3R4 b - - 0 24,e8e7 f6f8 e7e8 f8e8,780,95,73,70,endgame mate mateIn2 rookEndgame short,https://lichess.org/k3kxlakI/black#48,
72092,1P0BU,r2q1rk1/pb2ppb1/1p4P1/3n2NQ/8/3n4/PP1N1PP1/R4K1R b - - 1 17,d5f6 g6f7 f8f7 h5f7,1723,76,82,351,advancedPawn kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7P3Mii4G/black#34,Pirc_Defense Pirc_Defense_Other_variations
72109,1P1gk,4r3/1Qpk1bpp/8/8/3B4/8/PP3PPP/5qK1 w - - 0 22,g1f1 f7c4 f1g1 e8e1,836,75,97,2135,backRankMate endgame mate mateIn2 short,https://lichess.org/MmXxL79y#43,
72112,1P1p8,rnb1k2r/2qp1pp1/p2bp3/1p1P3p/2p1P1n1/2NB1N1P/PPPB1PP1/R2QR1K1 w kq - 0 11,d3f1 d6h2 g1h1 g4f2,1037,85,92,344,deflection kingsideAttack mate mateIn2 opening short,https://lichess.org/s98o4JYH#21,Benoni_Defense Benoni_Defense_French_Benoni
72122,1P2r1,6k1/1q3p1p/6pB/3R4/2pR4/2Pb2PP/5P1K/r7 b - - 4 33,a1a8 d5d8 a8d8 d4d8,589,85,100,92,endgame mate mateIn2 short,https://lichess.org/7OD7Rbgg/black#66,
72127,1P37C,5r1k/1q5p/1p1p4/3P1Q2/1P1b1P2/8/6RP/4R2K b - - 2 41,f8f5 e1e8 f5f8 e8f8,952,96,60,27,endgame mate mateIn2 short,https://lichess.org/hRNhL9pF/black#82,
72136,1P3qO,5r1k/p5bp/4P1p1/5r2/1P1PqR2/P3p3/1B4PP/1R5K w - - 0 31,f4e4 f5f1 b1f1 f8f1,791,107,0,35,backRankMate endgame mate mateIn2 short,https://lichess.org/fGkjfXhg#61,
72147,1P585,r1b1k1nr/pppp1ppp/8/8/2BbPp1q/2N2QP1/PPPP3P/R1B1K2R b KQkq - 0 8,f4g3 f3f7 e8d8 f7f8,1263,80,77,67,attackingF2F7 mate mateIn2 opening short,https://lichess.org/0hffsu8z/black#16,Vienna_Game Vienna_Game_Vienna_Gambit
72159,1P69t,5rk1/pp3ppp/3p2q1/8/3P1Q1N/1Br5/P1b2PPP/4R1K1 b - - 4 24,g6h6 f4f7 f8f7 e1e8,1711,76,94,8225,kingsideAttack mate mateIn2 middlegame pin sacrifice short,https://lichess.org/X3jh74um/black#48,
72166,1P6XA,8/6p1/1R6/1ppkpr2/7R/1P6/1PP3r1/2K5 b - - 5 34,f5f2 c2c4 b5c4 b3c4,1072,74,98,343,endgame mate mateIn2 rookEndgame short,https://lichess.org/w54su5Bg/black#68,
72185,1P8Wg,r6r/pp3kpp/4pq2/2b1p3/Q1BnPP2/8/PP4PP/R1B2RK1 w - - 1 15,f4e5 d4e2 g1h1 f6f1,1511,99,76,24,deflection doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/jSY25KRX#29,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
72187,1P8cs,r1b2rkR/pp3pp1/3b2P1/3pp3/4P3/3P4/PP1K1QP1/n1B5 b - - 1 19,g8h8 f2h4 h8g8 h4h7,1139,164,85,6,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/B06bUMaK/black#38,Four_Knights_Game Four_Knights_Game_Italian_Variation
72202,1P9dI,8/p5kB/1p1p4/2pb2BK/5P2/3P3P/P4br1/5R2 w - - 1 33,h7e4 d5f7 e4g6 f7g6,1337,77,75,250,endgame mate mateIn2 short,https://lichess.org/0Re5uqF1#65,
72213,1PADf,7Q/4r3/3q1p1k/p1p2n2/PpP1R2P/3P4/6P1/6K1 b - - 2 41,h6g6 e4g4 g6f7 h8g8,1705,74,92,1144,endgame mate mateIn2 short,https://lichess.org/JsJ9s8O0/black#82,
72224,1PBBK,r5rk/p4p1p/npqp4/2p2B2/8/2PQBb2/P4PPP/R5RK w - - 0 21,g2f3 c6f3 g1g2 f3g2,975,76,83,193,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wGUusFpO#41,
72228,1PBHh,2Q1R3/8/p7/1pprp3/4kb2/1N3r2/PPP5/1K6 w - - 11 32,c8b7 f3f1 b3c1 f1c1,969,86,81,44,endgame mate mateIn2 short,https://lichess.org/3gL6PRtY#63,
72253,1PCgY,5rk1/pp3pp1/5n1p/3pQ3/7q/2P2P1P/PPB3P1/4RK2 b - - 4 27,f8e8 e5e8 f6e8 e1e8,898,88,86,205,endgame kingsideAttack mate mateIn2 short,https://lichess.org/nnklKWHq/black#54,
72255,1PChf,rnb4r/ppk2N2/2p5/q3P2p/6p1/1Q1Bp1P1/PP2KPP1/R6R w - - 1 20,f7h8 a5d2 e2f1 d2f2,1090,77,91,335,mate mateIn2 middlegame short,https://lichess.org/1SSVgia5#39,
72259,1PCsl,7k/6rp/4pQ2/3p4/P7/4q1P1/1PP2R1r/6K1 w - - 6 37,g1h2 e3g3 h2h1 g3g1,1307,75,95,12191,endgame mate mateIn2 short,https://lichess.org/Oto2erWf#73,
72266,1PDTQ,8/3Q2pk/4p2p/3p4/3N4/8/r2q1PPP/4R1K1 w - - 2 32,d7e6 d2f2 g1h1 f2g2,1243,75,83,343,endgame fork mate mateIn2 short,https://lichess.org/MTnJT2lf#63,
72270,1PDe4,8/2pn1Q2/p1Nqp2N/3P1pk1/1P3n2/2P3p1/4K1P1/7R w - - 1 33,e2f3 d6d5 f3g3 d5g2,1571,78,96,8606,fork mate mateIn2 middlegame short,https://lichess.org/UeXBFSmn#65,
72271,1PDfb,3q1r2/2p2pk1/pr4np/1p2P2R/2pP4/P1n3P1/3Q1P1P/5RK1 b - - 1 25,c3e4 d2h6 g7g8 h6h7,1091,74,99,2678,mate mateIn2 middlegame short,https://lichess.org/EO0dd83N/black#50,
72282,1PEYG,2r1r2k/1p1qn1p1/p5bp/2bp1p2/2P4Q/1B2P3/PB3PPP/R4RK1 b - - 0 25,g6f7 h4h6 h8g8 h6g7,1427,76,93,586,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/6kcY9InG/black#50,
72293,1PFoy,6k1/7p/2p2ppQ/p4b2/P3qP2/6P1/3r1B1P/4R1K1 b - - 1 30,e4f3 e1e8 g8f7 h6f8,917,98,100,21,endgame mate mateIn2 short,https://lichess.org/5X5dFo4g/black#60,
72303,1PGVb,8/pp2k1Pp/2p2p2/3p4/6P1/5n2/PPPB1r2/2K5 w - - 0 30,g7g8q f2f1 d2e1 f1e1,1083,78,90,45,endgame mate mateIn2 short,https://lichess.org/uI1jE9fJ#59,
72306,1PGhJ,4rr1k/pp4p1/5p1p/3p4/5q2/7Q/P5PP/5R1K w - - 0 29,f1f4 e8e1 f4f1 e1f1,647,106,82,224,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/xVQ7LnZK#57,
72348,1PK2K,2r2rk1/3bbp1p/3p1P2/3P4/3BP2P/2N2N2/2KQ4/5q2 b - - 0 29,e7d8 d2g5 g8h8 g5g7,1187,79,89,107,mate mateIn2 middlegame short,https://lichess.org/lHbYqPif/black#58,
72351,1PK9y,2k3r1/p7/2p1p1r1/1PB1p1q1/1P2P2p/2P4p/2Q2R1P/5R1K w - - 1 34,b5c6 g5g1 f1g1 g6g1,867,89,96,4462,mate mateIn2 middlegame sacrifice short,https://lichess.org/kC8V1Kpk#67,
72357,1PKgR,1kr5/p1p5/1pP1Q3/8/PP1q4/6p1/6P1/4R2K b - - 0 31,d4b4 e6c8 b8c8 e1e8,1410,78,86,76,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/yn7tln8n/black#62,
72364,1PLD3,1k1r3r/1N3pp1/4p2p/8/2R5/R5P1/1pP1nPP1/1K6 b - - 0 25,b8b7 a3b3 b7a6 c4a4,1091,74,98,2878,endgame master mate mateIn2 short,https://lichess.org/E4un9CG2/black#50,
72365,1PLGR,r1bq1rk1/1pp2pp1/p1n2n1p/3p2N1/3P3P/B1PBP3/P1Q2PP1/R3K2R b KQ - 1 13,f8e8 d3h7 f6h7 c2h7,892,77,95,144,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/u9EL77nM/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
72388,1PMV0,5K2/6pk/4Q2p/pp2p3/4q1P1/2P1P3/8/8 b - - 1 45,a5a4 e6g8 h7g6 g8g7,1337,75,88,1396,endgame master mate mateIn2 queenEndgame short,https://lichess.org/CXYgn3Yi/black#90,
72399,1PNIe,r2q1rk1/1p4pp/p2p4/2pP4/P1P1N3/1PN1Rn1b/2Q2PK1/5R2 w - - 0 22,g2h3 d8h4 h3g2 h4h2,1195,74,96,3093,mate mateIn2 middlegame short,https://lichess.org/4aCMl4UE#43,
72402,1PNU0,1r3r1k/4R3/5nQ1/Ppp5/8/8/1P3qPP/3R3K b - - 5 32,f8g8 g6h6 f6h7 h6h7,1458,75,83,273,mate mateIn2 middlegame short,https://lichess.org/M790qBcr/black#64,
72411,1POIN,3r2k1/1p1r1pp1/p4qnp/2Pp4/1P1N4/P2Q3P/4RPP1/4R1K1 b - - 12 29,g6f4 e2e8 d8e8 e1e8,871,83,95,597,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/e0c67aay/black#58,
72433,1PPPk,r4rk1/pp1qbpp1/5n1p/2p1R3/8/2Q5/PPP2PPP/RNB3K1 w - - 1 14,c1e3 d7d1 c3e1 d1e1,541,109,92,457,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/f2Xjpcm2#27,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
72475,1PSHl,4r1k1/5ppp/2Rp4/8/7P/6PK/r1P5/8 b - - 1 28,e8e2 c6c8 e2e8 c8e8,646,94,75,28,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/dyEipKqv/black#56,
72477,1PSWo,2rN2k1/5pp1/pn2p2p/1p2P3/1P2Q3/P7/5PPP/2q1R1K1 w - - 0 26,e1c1 c8c1 e4e1 c1e1,670,94,69,64,backRankMate endgame mate mateIn2 short,https://lichess.org/02vkkRBr#51,
72478,1PSYY,r1b1kb2/5p1r/ppq1nBpp/1B2P3/6P1/8/PPPQ3P/2KR3R b q - 2 19,a6b5 d2d8 e6d8 d1d8,954,94,74,260,mate mateIn2 middlegame sacrifice short,https://lichess.org/giqhiFfW/black#38,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
72484,1PTLR,3r3k/p5pp/8/5p2/1P1qp3/1Q6/P4PPP/1R4K1 w - - 0 27,b1d1 d4d1 b3d1 d8d1,600,105,47,90,backRankMate endgame mate mateIn2 short,https://lichess.org/MV9t6bys#53,
72494,1PU76,1k1r4/p7/2b5/4p3/2P3P1/1P4P1/P4R1K/R7 w - - 3 33,g4g5 d8h8 h2g1 h8h1,882,76,96,728,endgame mate mateIn2 short,https://lichess.org/0LR7iUMM#65,
72496,1PUF4,4n1r1/3b3p/p3kp2/1pB1p3/1P2PP2/6P1/2r1B2P/3R2K1 b - - 0 29,c2e2 f4f5 e6f7 d1d7,1364,76,91,930,deflection endgame mate mateIn2 short,https://lichess.org/kPy2OapZ/black#58,
72499,1PUNX,1r5r/p3k2p/2p2b2/3p1p1B/3qpQ2/8/PP3PPP/1RK4R b - - 3 22,b8b2 f4c7 e7f8 c7f7,1403,75,93,8303,mate mateIn2 middlegame short,https://lichess.org/qM3wbRLq/black#44,
72518,1PVPg,r1b2k1r/1pBq1p1p/6p1/p7/8/P1PPQ3/6PP/2K1RB1R b - - 0 18,d7c7 e3h6 f8g8 e1e8,1848,74,93,2181,mate mateIn2 middlegame short,https://lichess.org/pLccI4VS/black#36,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
72525,1PVsD,2rq1rB1/1b2b1pk/1p2Q2p/1pp1N3/3Pn3/P3P3/1P3PPP/3R1RK1 b - - 1 22,f8g8 e6g6 h7h8 e5f7,1339,77,86,675,mate mateIn2 middlegame short,https://lichess.org/nG0Wjz95/black#44,
72530,1PW7h,2r2Rk1/R5pp/4p3/3pP2N/7b/5Q1P/2q2PPK/2r5 b - - 2 34,c8f8 a7g7 g8h8 f3f8,1485,74,69,222,deflection mate mateIn2 middlegame short,https://lichess.org/9ZVbLqJW/black#68,
72536,1PWVc,6rk/7p/p1n1Qp2/8/2Np4/5qr1/PPP1R2P/R1B3K1 w - - 0 24,h2g3 f3g3 g1f1 g3g1,2250,78,86,116,mate mateIn2 middlegame short,https://lichess.org/opNumPAr#47,
72554,1PY5k,rn2k2r/ppp2ppp/8/2bpPq2/4n3/3B1P2/PPP3PP/RNBQ1RK1 w kq - 2 10,g1h1 e4g3 h2g3 f5h5,1529,76,95,14681,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/hvyzErv0#19,Philidor_Defense Philidor_Defense_Nimzowitsch_Variation
72564,1PYr7,6k1/5p1p/p2r2p1/1pb5/5p2/1P6/PB4PP/2R2K2 b - - 2 32,c5e3 c1c8 d6d8 c8d8,785,127,54,14,endgame mate mateIn2 short,https://lichess.org/irjUkzMw/black#64,
72569,1PZBR,2k5/ppp4p/8/5p2/3P4/1QP5/PP4rq/1K2R3 b - - 1 27,g2g1 b3e6 c8b8 e6e8,1330,75,94,14921,backRankMate endgame mate mateIn2 short,https://lichess.org/Ua5zrl29/black#54,
72574,1PZi6,3r1rk1/ppq2ppp/8/5N2/4Pnn1/2N1Q3/PPP2PPP/3R1RK1 w - - 5 18,e3f3 f4e2 c3e2 c7h2,1535,75,97,910,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/eb9dnEAs#35,Alekhine_Defense Alekhine_Defense_Maroczy_Variation
72587,1PaEE,3r3k/bpR3pp/p7/8/P2p4/1P4q1/5QP1/5R1K b - - 1 41,g3c7 f2f8 d8f8 f1f8,600,101,73,100,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/xhEZgXyH/black#82,
72603,1PbKK,1r5k/7p/p2p2p1/Q1bN1r1n/2P5/1P3P2/P5PP/5R1K w - - 0 24,a5c7 h5g3 h2g3 f5h5,941,79,92,493,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/ovzovGvH#47,
72607,1Pbfw,4Q3/6k1/8/4p3/2P1PbP1/1P1Q1P2/8/3R1K1q w - - 1 44,f1e2 h1g2 e2e1 f4g3,1466,306,82,3,endgame mate mateIn2 short,https://lichess.org/JbctAiam#87,
72610,1Pbnx,2N5/P4p2/5Bkp/2pbP3/6pP/r3K3/8/1R6 w - - 4 40,e3f4 a3f3 f4g4 h6h5,1602,74,89,360,endgame mate mateIn2 short,https://lichess.org/nCVFIR6A#79,
72618,1Pc3X,2k3r1/ppp1p3/6q1/3QP3/2Np3p/1P1P3P/P1P4K/5nR1 w - - 7 25,g1f1 g6g3 h2h1 g3h3,1431,75,87,753,deflection endgame mate mateIn2 short,https://lichess.org/9EgMhew8#49,
72624,1PcRF,6k1/pp1n1ppp/4p3/3p4/bB6/P2PP3/2q1NPPP/2R3K1 b - - 13 26,c2e2 c1c8 d7f8 c8f8,988,75,77,113,endgame kingsideAttack mate mateIn2 short,https://lichess.org/9GGF8bUr/black#52,
72627,1Pcay,4r1k1/6p1/8/p1pR4/PpRb3P/1P3PB1/2Pr2P1/5K2 w - - 1 34,c4c5 d2d1 g3e1 d1e1,1061,81,93,1048,endgame mate mateIn2 short,https://lichess.org/RcEAvdrf#67,
72639,1Pddy,6Q1/8/7p/4ppk1/3q4/1P6/6PK/8 b - - 5 49,g5f4 g8g3 f4e4 g3f3,1178,76,91,183,endgame mate mateIn2 queenEndgame short,https://lichess.org/5Pckq7SK/black#98,
72646,1Pe54,4rr1k/pp2q1b1/7p/3BP3/8/7Q/PPP5/2K3RR b - - 0 26,e7e5 h3h6 g7h6 h1h6,1131,76,92,963,mate mateIn2 middlegame sacrifice short,https://lichess.org/ZBlSPHMy/black#52,
72656,1Penu,5rk1/5p2/p5RP/8/Pq6/2p1P2P/1p2NP2/1Q3K2 b - - 0 33,f7g6 b1g6 g8h8 g6g7,799,76,99,738,endgame mate mateIn2 short,https://lichess.org/TS8EmYNO/black#66,
72663,1Pfa2,3r4/p1Q4p/1q1r1n2/k1R2p2/8/3P1B2/PP4PP/7K b - - 4 27,a5a6 f3b7 b6b7 c7a5,1889,103,72,87,mate mateIn2 middlegame sacrifice short,https://lichess.org/TQahslzH/black#54,
72666,1Pff6,3r2k1/p1p1q2p/1pn3p1/8/3P1P2/8/PPP3QP/2K3R1 w - - 0 21,g2c6 e7e3 c1b1 e3g1,1167,84,67,32,backRankMate endgame fork mate mateIn2 short,https://lichess.org/M51CZJYH#41,
72695,1PiBZ,6rk/pp3p1p/3pb2r/2p1pP2/2P4b/3PN1P1/PP3PB1/R5RK w - - 0 26,g3h4 h6h4 g2h3 h4h3,807,83,84,428,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FgDr0X5i#51,
72706,1Pj4U,5r1k/1p3Qpp/2p2p2/p7/8/7P/P4PP1/4R1K1 b - - 0 29,f8f7 e1e8 f7f8 e8f8,464,88,92,995,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/AByFbhSM/black#58,
72734,1PljR,1R1r2k1/5ppp/p7/3q1P2/2pr1B2/3n2PP/4Q3/5RK1 b - - 4 30,d3f4 e2e8 d8e8 b8e8,1376,91,83,316,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/67whO5y3/black#60,
72748,1PmaG,r2b2rk/1p3Q1p/pq1p1P1B/3Pp3/4P1R1/2P2K2/5n1P/RN6 b - - 0 27,f2g4 h6g7 g8g7 f7g7,1160,74,97,5177,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/eg3xLH7z/black#54,
72755,1Pn6m,6rk/6p1/1r1p1pRp/1Pp1qP2/2b1P2Q/8/6PP/1B2R2K b - - 1 31,c4f7 g6h6 g7h6 h4h6,974,77,96,1049,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/d0blLGIR/black#62,
72769,1PoQN,3R2k1/p7/2p1p1rp/8/1PP2P1K/P5r1/8/3R4 b - - 6 45,g8f7 d1d7 f7f6 d8f8,1277,78,93,1897,endgame mate mateIn2 rookEndgame short,https://lichess.org/yZ62pbz9/black#90,
72773,1PoeC,2brr1k1/p3Npp1/1p5p/2pP4/P1P2qn1/3Q4/2B2PPP/2R1R1K1 b - - 10 25,e8e7 d3h7 g8f8 h7h8,955,79,85,213,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/YIxy2lBN/black#50,
72782,1PpHX,r1bqk2r/pp1pnpbp/4p1p1/2p5/2P1N3/1P3Q2/PB1P1PPP/R3KB1R b KQkq - 3 9,g7b2 e4d6 e8f8 f3f7,1413,96,68,27,mate mateIn2 middlegame short,https://lichess.org/CHlySgDI/black#18,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
72794,1Ppou,3r2k1/4q3/1p2p1p1/p3PpP1/P1pP1P2/B2n2KR/8/7R b - - 0 32,e7a3 h3h8 g8f7 h1h7,1462,75,95,12134,endgame mate mateIn2 short,https://lichess.org/l1Q6rguG/black#64,
72804,1Pq7x,r5k1/3Q1p1p/p3pBpb/4P3/P7/5P1P/2q3P1/3R3K b - - 0 29,h6f4 d7d8 a8d8 d1d8,667,95,86,359,endgame mate mateIn2 sacrifice short,https://lichess.org/A2Zs3OC9/black#58,
72817,1PrNM,1Q5r/1p2bppp/8/8/B3nNk1/2P4P/1q3P2/5nK1 b - - 0 25,g4f3 a4d1 b2e2 d1e2,1232,131,50,37,mate mateIn2 middlegame short,https://lichess.org/CEEPVo0K/black#50,
72829,1PsVK,r5k1/1R3ppp/p4n2/2qp1Q2/6P1/7P/2P1rP2/5RK1 b - - 0 25,f6e4 f5f7 g8h8 f7g7,1177,280,33,5,mate mateIn2 middlegame short,https://lichess.org/lzATZdsN/black#50,
72836,1PsgA,4rk2/1pb2b2/p6p/2P2Q1q/1P4p1/P1BB3P/5PP1/R5K1 w - - 0 33,h3g4 h5h2 g1f1 h2h1,1153,75,94,210,mate mateIn2 middlegame short,https://lichess.org/Re96uj5W#65,
72857,1Pu8N,6k1/6p1/6P1/5Q2/6PK/8/8/4q3 w - - 7 54,h4h5 e1h1 h5g5 h1h6,1500,500,100,0,mate mateIn2 queenEndgame short,https://lichess.org/mCC31pSe#107,
72859,1Pu9r,5r1k/p1p3pp/1p6/1P6/1n6/7P/P2R2P1/6K1 b - - 0 33,f8f4 d2d8 f4f8 d8f8,604,92,67,124,backRankMate endgame mate mateIn2 short,https://lichess.org/au9pI8JE/black#66,
72864,1PuLz,3r3k/pp3Bpp/8/8/4Rp2/2PQ3P/P4PPB/3q2K1 w - - 3 31,d3d1 d8d1 e4e1 d1e1,600,90,54,50,backRankMate endgame mate mateIn2 short,https://lichess.org/4LPuI19i#61,
72897,1PxD1,6k1/5p2/3qpQpp/8/2PP4/3r3P/5PP1/4R1K1 w - - 0 32,e1e4 d3d1 e4e1 d1e1,990,146,76,26,endgame mate mateIn2 short,https://lichess.org/fXma5Gmk#63,
72906,1Pxhm,r1b1kbnr/1pp2ppp/2N5/1p6/4N3/8/PPP2PPP/R1BKR3 b kq - 1 10,b7c6 e4f6 e8d8 e1e8,1721,77,86,674,doubleCheck mate mateIn2 middlegame short,https://lichess.org/nytoQ4Ac/black#20,Nimzowitsch_Defense Nimzowitsch_Defense_Franco-Nimzowitsch_Variation
